Name,Speciality,Treats,Hospital,Profile
"Deborah Blacker, Md, Scd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18803/Deborah-Blacker
"Gregory Blackman, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23927/Gregory-Blackman
"Kahni Blackmon, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20347/Kahni-Blackmon
"Craig Blackstone, Md, Phd",[],['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/21073/Craig-Blackstone
"Mark Blais, Psyd","['Neuropsychological assessment', 'Psychological Assessment', 'Psychotherapy']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16410/Mark-Blais
"Michael Blake, Mbbch","['Abdominal MRI', 'Adrenal imaging', 'PET / CT', 'Radiation Dose Optimization']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17352/Michael-Blake
"Tiffany Blake-Lamb, Md, Msc",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19161/Tiffany-Blake-Lamb
"Lawrence Blaszkowsky, Md","['Gastrointestinal malignancy', 'Hepatocellular carcinoma']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17523/Lawrence-Blaszkowsky
"Cheri Blauwet, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20019/Cheri-Blauwet
"Philip Blazar, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23375/Philip-Blazar
"Benjamin Bleier, MD","['Endoscopic cerebrospinal fluid (CSF) leak repair', 'Endoscopic encephalocele repair', 'Endoscopic treatment of sinus and skull base cancer', 'Image guided surgery', 'Revision and Complex Sinus Surgery', 'Sinusitis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18692/Benjamin-Bleier
"Ksenia Blinnikova, MD, MPH",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23426/Ksenia-Blinnikova
"Donald Bloch, MD","['Antinuclear antibodies', 'Autoimmune diseases', 'Lupus', ""Sjogren's syndrome""]",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16509/Donald-Bloch
"Lawrence Block, MD","['Cholesterol Management', 'General Cardiology', 'Heart failure', 'Pacemakers', 'Primary Prevention']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22877/Lawrence-Block
"Jordan Bloom, MD","['Adults with Congenital Heart Disease', 'Aortic surgery', 'Aortic valve surgery', 'Connective Tissue Disorders', 'Coronary artery bypass surgery', 'Loeys-Dietz Syndrome', 'Marfan Syndrome', 'Ross Procedure', 'Surgery for atrial fibrillation', 'Valve repair and replacement']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22755/Jordan-Bloom
"Steven Blum, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23079/Steven-Blum
"Daniel Blumenthal, MD, MBA",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20308/Daniel-Blumenthal
"Kimberly Blumenthal, MD, MSC",['Drug hypersensitivity'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20124/Kimberly-Blumenthal
"Karen Blumenthal, MD, MPH","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20017/Karen-Blumenthal
"Michael Blute, MD","['Bladder cancer', 'GU Oncology', 'Kidney cancer', 'Kidney sparing surgery', 'Prostate cancer', 'Reconstructive surgery after bladder removal', 'Testicular cancer']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19052/Michael-Blute
"Lauren Boal, MD","['Medical Education', 'Pediatric leukemias and lymphomas', 'Pediatric solid tumors']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20526/Lauren-Boal
"Adeline Boatin, MD, MPH","['Colposcopy', 'Fibroids', 'Gynecologic surgery', 'International health care for women', 'Ovarian masses/cysts']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19269/Adeline-Boatin
"Ashley Bobrek, CRNA",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23706/Ashley-Bobrek
"Olivia Bogucki, PhD",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23006/Olivia-Bogucki
"Emeric Bojarski, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22440/Emeric-Bojarski
"Branko Bojovic, MD","['Cosmetic surgery', 'Gender Affirmation Surgery', 'Gender Affirming Care']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19776/Branko-Bojovic
"Genevieve Boland, MD, PhD","['Melanoma', 'Melanoma surgery', 'Merkel cell carcinoma', 'Sentinel Lymph Node Biopsy', 'Skin cancer', 'Surgical oncology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19577/Genevieve-Boland
"Marcy Bolster, MD","['Osteoporosis', ""Raynaud's phenomenon"", 'Rheumatoid arthritis', 'Rheumatology', 'Scleroderma/Systemic sclerosis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19170/Marcy-Bolster
"Joseph Bond, MD, MPH",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23237/Joseph-Bond
"Christopher Bono, MD","['Adult spine surgery', 'Cervical stenosis', 'Herniated disc', 'Lumbar stenosis', 'Myelopathy', 'Radiculopathy', 'Spondylolisthesis', 'Spondylosis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20375/Christopher-Bono
"Joseph Bonvie, PsyD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23473/Joseph-Bonvie
"Michael Booth, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23695/Michael-Booth
"Sushma Boppana, MBBS",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22804/Sushma-Boppana
"Sheila Borboli-Gerogiannis, MD","['Cataract', 'Cornea and external diseases', 'Ophthalmology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18355/Sheila-Borboli-Gerogiannis
"Pierre Borczuk, MD","['Blunt head trauma', 'Clinical resource allocation and utilization', 'Stroke']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16326/Pierre-Borczuk
"Liliana Bordeianou, MD","['Laparoscopy for colon and rectal cancer', ""Laparoscopy for Crohn's disease"", 'Laparoscopy for ulcerative colitis and diverticulitis', 'Robotic Colorectal Resections and Pelvic Floor Reconstructions', 'Sphincter preservation techniques', 'Transanal endoscopic microsurgery (TEM)', 'Treatment of fecal incontinence and rectal prolapse']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17349/Liliana-Bordeianou
"Lawrence Borges, MD","['Chiari malformation', 'Spinal Cord Tumors', 'Spine Surgery: disc excision, laminectomy, fusions', 'Spine tumors']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16576/Lawrence-Borges
"Christa Borgman, MD",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20774/Christa-Borgman
"Haylee Borgstrom, MD","['Foot & ankle injuries', 'Hip injuries', 'Impingement Syndrome', 'Knee injuries', 'Musculoskeletal ultrasound and intervention', 'Non-operative sports medicine', 'Overuse injuries', 'Patella pain', 'Platelet Rich Plasma (PRP)', 'Shoulder & elbow injuries', 'Sports injuries', 'Stress fractures', 'Tendonitis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/21025/Haylee-Borgstrom
"Brendan Bormes, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23462/Brendan-Bormes
"Larissa Bornikova, MD","['Bleeding Disorders', 'Blood Disorders', 'Chronic leukemia', 'Disorders of Lymph Nodes / Lymphatic System']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18992/Larissa-Bornikova
"Rahel Bosson, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22441/Rahel-Bosson
"Veerle Bossuyt, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20503/Veerle-Bossuyt
"Vlaicu Botoman, MD","['Anorectal disorder', 'Esophageal disorders', 'Gastroesophageal reflux disease (GERD)', 'Irritable bowel syndrome', 'Non-cardiac chest pain', 'Swallowing disorders']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19688/Vlaicu-Botoman
"Sara Bouberhan, MD","['Cervical cancer', 'Clinical trials', 'Novel therapeutics', 'Ovarian cancer', 'Targeted therapies', 'Uterine cancer']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20642/Sara-Bouberhan
"Charles Boucher, MD","['Clinical cardiology', 'Coronary artery disease', 'Nuclear cardiology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16503/Charles-Boucher
"Erin Boudreaux, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23474/Erin-Boudreaux
"Marc Bouffard, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20848/Marc-Bouffard
"Bryan Bourdeau, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22854/Bryan-Bourdeau
"Heather Bourne, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18024/Heather-Bourne
"Patawut Bovonratwet, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23698/Patawut-Bovonratwet
"Mike Bowley, MD, PhD","['Electromyography', 'Neurology', 'Neuromuscular disorders', 'Neuropathy']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19541/Michael-Bowley
"David Bowling, MD","['Adult Tonsillectomy', 'Nasal Septum Surgery', 'Pediatric Adenotonsillectomy', 'Pediatric ear surgery', 'Sinus surgery']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17210/David-Bowling
"Hayden Box, MD","['Arthritis surgery', 'Complex hip replacement', 'Complex primary hip replacement', 'Complex primary knee replacement', 'Direct anterior approach hip replacement surgery', 'Hip fractures', 'Hip replacement', 'Hip revision surgery', 'Knee revision surgery', 'Minimally invasive partial knee replacement', 'Minimally invasive total hip replacement', 'Minimally invasive total knee replacement', 'Partial knee replacement', 'Periprosthetic fractures', 'Total hip replacement']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23983/Hayden-Box
"Suzanne Boxer, MD","['Childhood obesity', 'General pediatrics', 'Smoking cessation']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18247/Suzanne-Boxer
"David Boyce, MD","['Airway management', 'Anesthesia for ambulatory surgery', 'Anesthesia for general surgery', 'Anesthesia for GI procedures', 'Anesthesia for gynecologic surgery', 'Anesthesia for orthopedic surgery', 'Anesthesia for urologic surgery', 'Chronic pain', 'Operating Room Management', 'Pain medicine', 'Procedural sedation', 'Quality Improvement', 'Treatment of chronic pain, both medical and interventional.', 'Ultrasound guided regional anesthesia']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20706/David-Boyce
"Evan Boyd, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23199/Evan-Boyd
"Jennifer Boyle, MD","['Abnormal Bleeding', 'Abnormal Pap Smear', 'Adolescent gynecology', 'Birth control', 'Community health', 'Complex contraception', 'Delivery management', 'Female sexual dysfunction', 'General obstetrics and gynecology (OB/GYN)', 'Health disparities among minority women', 'Hysteroscopy', 'Menopause', 'Polycystic Ovarian Syndrome', 'Sexual dysfunction', 'Vaginal birth after cesarean section (VBAC)']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19162/Jennifer-Boyle
"Adel Bozorgzadeh, MD","['Benign Liver Tumors', 'Bile Duct Cancer', 'Cholangiocarcinomas', 'Hepatobiliary surgery', 'Hepatocellular Carcinomas', 'Kidney Transplant', 'Liver cancer', 'Liver transplant', 'Living Donor Kidney Transplant', 'Living Donor Liver Transplant', 'Metastatic Colorectal Cancer of the Liver', 'Neuroendocrine Tumors of the Liver', 'Pancreas Transplant', 'Transplant surgery']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22768/Adel-Bozorgzadeh
"David Bozym, MD, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22868/David-Bozym
"Ellen Braaten, PhD",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18025/Ellen-Braaten
"Diane Brackett, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22578/Diane-Brackett
"William Bradley, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22933/William-Bradley
"Erin Bradley, MD","['Domestic violence', 'General obstetrics and gynecology (OB/GYN)', 'Minimally invasive surgery']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17190/Erin-Bradley
"John Bradshaw, MD",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19878/John-Bradshaw
"Andrew Branagan, MD, PhD","['Infection in immunocompromised hosts', 'Monoclonal gammopathy of unknown significance', 'Multiple myeloma', ""Waldenstrom's macroglobulinemia""]",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20316/Andrew-Branagan
"John Branda, MD",['Clinical Microbiology'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17863/John-Branda
"Priscilla Brastianos, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19270/Priscilla-Brastianos
"John T. Braun, MD","['Adolescent idiopathic scoliosis', 'Adolescent scoliosis', 'Anterior vertebral tethering (AVT)', 'Minimally invasive anterior vertebral tethering', 'Minimally invasive techniques', 'Pediatric scoliosis', 'Pediatric spine surgery', 'Scoliosis', 'Scoliosis fusion', 'Scoliosis surgery', 'Scoliosis tethering', 'Tethering', 'Vertebral body tethering (VBT)']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20712/John-Braun
"Eran Brauner, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23109/Eran-Brauner
"Stacey Brauner, MD","['Cataract', 'Ophthalmology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18356/Stacey-Brauner
"Julia Braza, MD, MS",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20769/Julia-Braza
"Amy Bregar, MD","['Cancer risk assessment', 'Clinical trial design', 'Endometrial cancer management', 'Fertility preservation for cancer patients', 'Gynecologic cancers', 'Gynecologic surgery', 'Intra-peritoneal chemotherapy', 'Medical Education', 'Minimally invasive surgery', 'Ovarian cancer surgery', 'Surgery for recurrent gynecologic cancer', 'Translational research into rare gynecologic cancers']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20481/Amy-Bregar
"Becca Brendel, MD, JD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17412/Rebecca-Brendel
"Douglas Brennan, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22495/Douglas-Brennan
"Lauren Brenner, PhD",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/21077/Lauren-Brenner
"Laura Brenner, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20284/Laura-Brenner
"Gary Brenner, MD, PhD","['Spinal cord stimulation for pain management', 'Treatment of cancer-related pain', 'Treatment of chronic pain, both medical and interventional.', 'Treatment of pain due to nerve injury', 'Treatment of pain due to spinal degeneration']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17139/Gary-Brenner
"Jonathan Brenner, MD, MPH",['General pediatrics'],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18249/Jonathan-Brenner
"Benjamin Brent, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18806/Benjamin-Brent
"Barbara Breslau, EDD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18807/Barbara-Breslau
"Anne Brewster, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19272/Anne-Brewster
"Kathryn Brigham, MD","['Adolescent and young adult medical issues', 'Adolescent gynecology', 'Adolescent medicine', 'Anorexia nervosa', 'Binge/purge disorders', 'Bulimia nervosa', 'Contraception', 'Eating disorders', 'Female athlete triad', 'Pediatric and adolescent primary care medicine', 'Reproductive endocrinology and menstrual disorders', 'Sexually transmitted infections']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18980/Kathryn-Brigham
"James Brink, MD","['Abdominal Imaging', 'Gastrointestinal fluoroscopy']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19425/James-Brink
"O'Neil Britton, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22500/O'Neil-Britton
"Kate Brizzi, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20181/Kate-Brizzi
"Jason Brocker, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23139/Jason-Brocker
"Lynne Brodsky, MD","['Adult primary care medicine', 'General internal medicine', 'Geriatric medicine', 'Nursing home care']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16403/Lynne-Brodsky
"Jordan Broekhuis, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23657/Jordan-Broekhuis
"Gabrielle Bromberg, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20830/Gabrielle-Bromberg
"Bryann Bromley, MD","['Fetal imaging', 'Ultrasound']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16780/Bryann-Bromley
"Alison Brookes, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19273/Alison-Brookes
"Tyler Brown, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23732/Tyler-Brown
"Susan Brown, MD",['Emergency psychiatry'],['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18027/Susan-Brown
"Kemar Brown, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23858/Kemar-Brown
"Joshua Brown, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22504/Joshua-Brown
"Justin Brown, MD",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20324/Justin-Brown
"Hannah Brown, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19447/Hannah-Brown
"Dan Brown, MD, PhD","['Arthritis', 'Autoimmune diseases', 'Juvenile arthritis', 'Lupus', 'Pediatric Rheumatology', 'Rheumatology']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18891/Daniel-Brown
"Robert Brown, MD","['Asthma', 'Breathing problems in persons with neuromuscular disorders', 'COPD', 'Shortness of breath', 'Sleep/Breathing Disorders']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17387/Robert-Brown
"Emery Brown, MD, PhD","['Anesthesia for general surgery', 'Anesthesia for vascular surgery']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16831/Emery-Brown
"Karen Brown, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22503/Karen-Brown
"William Brugge, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23573/William-Brugge
"Briana Brukilacchio, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23647/Briana-Brukilacchio
"Kristina Brumme, MD",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22938/Kristina-Brumme
"Patricia Brunker, MD, DPhil","['Molecular Transfusion Medicine', 'Therapeutic Apheresis']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20929/Patricia-Brunker
"Andrew Brunner, MD","['Acute and Chronic Leukemia', 'Acute Lymphocytic Leukemia', 'Acute Myeloid Leukemia', 'Chronic myeloid leukemia', 'Myelodysplasia', 'Myelodysplastic syndrome (MDS)', 'Myeloproliferative neoplasms']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19977/Andrew-Brunner
"Allison Bryant Mantha, MD, MPH","['High risk pregnancy', 'Maternal-Fetal Medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18464/Allison-Bryant-Mantha
"Nicolas Bu-Saba, MD","['Allergies', 'Endoscopic sinus surgery', 'Laryngology / Voice', 'Obstructive sleep apnea and sleep-disordered breathing', 'Paranasal sinus disorders', 'Rhinology', 'Sinusitis', 'Voice and swallowing disorders']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18550/Nicolas-Bu-Saba
"Karen Buch, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20414/Karen-Buch
"Alexis Buckley, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23353/Alexis-Buckley
"Thanh-Huy Eric Bui, MD, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20339/Thanh-Huy Eric-Bui
"Lee Bulgin, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23013/Lee-Bulgin
"Drew Bunker, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20984/Drew-Bunker
"Jennifer Burbridge, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18029/Jennifer-Burbridge
"James Burgess, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23198/James-Burgess
"Lindsey Burghardt, MD",['General pediatrics'],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19453/Lindsey-Burghardt
"Ariadna Burgos-Chaves, MD",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20153/Ariadna-Burgos-Chaves
"Caitlin Burk, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23982/Caitlin-Burk
"Taylor Burke, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23012/Taylor-Burke
"Colin Burke, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22555/Colin-Burke
"Kristin Burke, MD, MPH","[""Crohn's disease and ulcerative colitis"", 'Microscopic colitis (lymphocytic and collagenous)']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20713/Kristin-Burke
"Anne Burke, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20530/Anne-Burke
"Thomas Burke, MD","['Anti-Trafficking', 'Global health', 'Human Rights', 'Malnutrition', 'Maternal Health', 'Public Health and Safety']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18295/Thomas-Burke
"Sherri-Ann Burnett-Bowie, MD, MPH","['Adrenal disorders', 'Adrenal nodules', 'Hypercalcemia', 'Hyperthyroidism', 'Hypocalcemia', 'Hypophosphatemia', 'Hypothyroidism', 'Kidney stones', 'Osteoporosis', 'Vitamin D deficiency']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17157/Sherri-Ann-Burnett-Bowie
"Sean Burns, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/24000/Sean-Burns
"Jim Burns, MD","['Airway and larynx surgery', 'Dysplasia and pre-cancerous vocal fold lesions', 'Laryngeal microsurgery', 'Laryngeal papilloma (RRP)', 'Laryngeal stenosis', 'Laryngeal Surgery', 'Laryngology / Voice', 'Laser surgery', 'Office-based laser laryngeal surgery', 'Performing and professional voice', 'Spasmodic dysphonia', 'Vocal fold paralysis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17598/James-Burns
"Briana Burris, DDS","['Dentoalveolar Trauma', 'Development and implementation of surgical registry for maxillofacial surgery', 'Endoscopic and Exoscopic Maxillofacial Surgery', 'Facial Trauma and Reconstruction', 'Immune-based Arthritis of the Temporomandibular Joint', 'Improvement in diagnostic modalities of temporomandibular joint arthropathies', 'Medical innovations to improve the diagnosis and management of temporomandibular joint disorders', 'Orthognathic surgery (corrective jaw surgery)', 'Temporomandibular joint surgery (TMJ)', 'Utilization of autologous platelet concentrates in wound healing']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23372/Briana-Burris
"Helen Burton-Murray, PhD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22545/Helen-Burton-Murray
"Paul Busse, MD, PhD","['Head and neck cancer', 'IMRT', 'Proton radiation therapy', 'Radiation Oncology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16735/Paul-Busse
"William Butler, MD","['Computer-assisted image-guided neurosurgery', 'Neurosurgery', 'Pediatric Neurosurgery', 'Pediatric trauma', 'Stereotactic surgery', 'Trauma and critical care']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16341/William-Butler
"Nicholas Butler, MD",['Uveitis and immunology'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/21981/Nicholas-Butler
"Maria Buttolph, MD, PhD",['Obsessive Compulsive Disorder (OCD)'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16759/Maria-Buttolph
"Sheldon Buzney, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18357/Sheldon-Buzney
"Mark Byrne, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22737/Mark-Byrne
"Thomas Byrne, MD",['Meningiomas'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17587/Thomas-Byrne
"Wilhelmina Cabalona, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23913/Wilhelmina-Cabalona
"Roel Caganda, MD",['General pediatrics'],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19275/Roberto-Caganda
"Enrico Cagliero, MD","['Diabetes management', 'Endocrinology', 'Lipid disorders']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16364/Enrico-Cagliero
"Alexis Cahalane, MBBCH, BAO",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20871/Alexis-Cahalane
"Daniel Cahill, MD, PhD","['Intrinsic Brain Tumors (Gliomas, Glioblastomas, others)', 'Meningiomas', 'Metastatic Cancer of the brain (from melanoma, lung, etc)', 'Other cancers of the central nervous system', 'Recurrent Brain Tumors (post-treatment)']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18989/Daniel-Cahill
"Christopher Calahan, MD, MPH",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23775/Christopher-Calahan
"Hugo Calavia Liano, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23323/Hugo-Calavia-Liano
"Megan Callahan, MD",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23975/Megan-Callahan
"Brook Calton, MD, MHS","['Home-based Palliative Care', 'Outpatient Palliative Care', 'Serious Illness Communication', 'Symptom Management']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22344/Brook-Calton
"Erica Camargo Faye, MD, PhD, MSC","['CardioNeurology', 'Stroke in the young', 'Stroke in women', 'Stroke recovery', 'Venous sinus thrombosis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19420/Erica-Camargo-Faye
